6.222500114217022205e-02,2.374284333462915175e-01,2.381200237018408217e-01,2.276179693608220700e-01,2.250644407440213768e-01,2.239466036380304836e-01,2.234937352812959577e-01,2.231624829376440133e-01,2.228176836793557825e-01,1.127826902840371043e-01
2.416656029027318842e-03,1.403488349259158774e-01,3.076461068146930655e-01,2.592394080260654321e-01,2.389666703591704355e-01,2.321594866201627527e-01,2.288358190226195132e-01,2.269228536510400074e-01,2.259721319874014034e-01,1.139987782931111554e-01
0.000000000000000000e+00,1.007267475498111776e-02,2.063576873921899035e-01,3.625779863284304683e-01,2.791705305447340080e-01,2.519192975296364878e-01,2.410791631864344642e-01,2.355703215434537534e-01,2.319848408430452147e-01,1.168379669763966455e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.357606814564918232e-02,2.705757785016497663e-01,4.036885582546926310e-01,2.963147774591353145e-01,2.642272841084535306e-01,2.502979694910848485e-01,2.426229514402852006e-01,1.211787188422656231e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.353868686458747805e-02,3.339445177720286595e-01,4.336495796121536683e-01,3.109288045978836346e-01,2.755692151570090509e-01,2.592447886420878866e-01,1.280072719562248551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.056505443409355482e-02,3.959884658247351252e-01,4.543491668633900527e-01,3.235566810275511962e-01,2.860150850816395307e-01,1.384187647558967060e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.052715044520776688e-01,4.559394639834885021e-01,4.669954035877550425e-01,3.344924443252965118e-01,1.552615490008045496e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.482462211195583746e-01,5.127393736316602224e-01,4.728199241777215622e-01,1.861678726926833394e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.001353001631172579e-01,5.653310232839757754e-01,2.822807293527740402e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.614986707566845370e-01,3.257487442969521085e-01
